

GAUSS
x,f(x),blad bezwzgledny,blad wzgledny
210,40.39124781098988,1.0395192907615247,20.586949810989882
231,35.13642647862025,4.409745441836743,28.64140247862025
253,30.317223563575624,2.570502214229215,21.826198563575623
276,26.029338787425374,1.5933927866803403,15.992548787425374
300,22.372821859083018,0.8186379200757845,10.070855859083018
325,19.45207247480603,0.26821313560657,4.113899474806031
351,17.375840318195998,0.06377704034357386,1.1836706818040028
378,16.257225060198593,0.6894435050559702,36.09146293980141
406,16.21367635910356,0.396476813414981,10.651366640896441
435,17.366993860544653,0.4487119971814164,14.135585139455348
465,19.84332719749972,0.47064444108466297,17.64249280250028
496,23.77317599029064,0.4615551699428147,20.37837800970936
528,29.29138984658337,0.44813526147777333,23.785728153416628
561,36.53716836138807,0.6011248369535489,55.06334163861193
595,45.65406111705872,0.3465046646676395,24.207280882941276
630,56.7899676832935,0.28917909697589655,23.1035293167065
666,70.09713761713468,0.27041956431679465,25.981559382865328
703,85.73217046296847,0.3804541412501446,52.646884537031525
741,103.85601575252534,0.1403507778805728,16.956070247474656
780,124.6339730048796,0.11508589023707434,16.209043995120396
820,148.23569172644974,0.05518319024621812,8.657888273550242
861,174.83517141099847,0.01684086979304007,2.9948115890015288
903,204.61076153963208,0.009472117461799916,1.9199115396320678
946,237.74516158080152,0.048394109895756016,10.97437058080152
990,274.4254209903014,0.07385078367743754,18.872763990301394
1035,314.8429392112706,0.10250803778695325,29.273194211270607
1081,359.19346567419177,0.023277938825348635,8.171077674191793
1128,407.6770997968922,0.028965366063310762,11.476106796892225
1176,460.49829098454256,0.14671266336537012,58.91705298454258
1225,517.8658386296581,0.058839911432250924,32.37619237034187
1275,579.9928921120977,0.050091351122746396,27.666762112097672
1326,647.0969507990649,0.017113840789902447,11.267138200935165
1378,719.3998640451066,0.08130980696142338,63.671370954893405
1431,797.1278311921142,0.025726187102222936,19.992723192114227
1485,880.5114015693232,0.04172857643040308,35.27069156932316
1540,969.7854744933127,0.0408967129267922,38.102760493312644
1596,1065.1892992680066,0.05486666209137917,55.403572268006656
1653,1166.9664751846726,0.05177730842387229,57.4478861846726
1711,1275.3649515219217,0.061784340807061626,74.21241752192168
1770,1390.63702754571,0.07823920276395827,100.90741654571002
1830,1513.039352509337,0.06674532170034977,108.21086749066285
1891,1642.8329256534469,0.09043697993555881,163.34530434655312


LIBRARY_SPARSE
x,f(x),blad bezwzgledny,blad wzgledny
136,-20.133464700051636,2.068940970635868,38.96842870005163
153,-18.158160363133568,2.0039733596729925,36.24445736313356
171,-16.066661653455615,2.426968075586903,27.325961653455614
190,-13.858968571017776,2.536409185641174,22.879331571017776
210,-11.535081115820052,2.0577926828790147,22.43994111582005
231,-9.09499928786244,2.1900483540252735,16.73754528786244
253,-6.538723087144941,1.457357499521915,20.83546708714494
276,-3.866252513667554,1.197339193795336,23.458166513667553
300,-1.0775875674302853,1.229997414725444,5.762803567430285
325,1.8272717515668688,0.6458165463842765,3.3318392484331314
351,4.848325443323915,0.20208224068773067,1.2278965566760842
378,7.985573507840847,0.1225742691337508,0.8719475078408472
406,11.239015945117664,0.3000512599476121,2.593959945117664
435,14.60865275515436,0.45033713323159463,4.5360617551543605
465,18.094483937950955,0.3275616884741214,4.464620937950954
496,21.696509493507428,0.48597506937486123,7.095652493507428
528,25.414729421823786,0.5687321183666684,9.213920421823786
561,29.249143722900037,0.6379241513582561,11.391696722900036
595,33.199752396736166,0.6391061451454209,12.944961396736165
630,37.26655544333219,0.8949242122120867,17.600040443332187
666,41.4495528626881,0.7685568140258651,18.012616862688102
703,45.74874465480389,0.7419277388492679,19.485459654803893
741,50.16413081967956,0.7171850677886362,20.951128819679564
780,54.695711357315126,0.5247675922094693,18.824204357315125
820,59.34348626771058,0.643970857486283,23.245835267710582
861,64.10745555086592,0.5291566978127353,22.18405055086592
903,68.98761920678115,0.5108311256665307,23.325587206781144
946,73.98397723545625,0.5238616267853253,25.43365223545625
990,79.09652963689126,0.35696251795101297,20.80713063689126
1035,84.32527641108612,0.4236621825085229,25.094036411086122
1081,89.67021755804089,0.3114734895870308,21.296576558040883
1128,95.13135307775556,0.25295561648307124,19.205796077755565
1176,100.70868297023009,0.26652430211888073,21.19289097023008
1225,106.40220723546452,0.25445081748723486,21.582455235464522
1275,112.21192587345882,0.09829679488374565,10.042888873458821
1326,118.13783888421304,0.1210920559173922,12.760373884213038
1378,124.17994626772713,0.22114152310132923,35.25844973227288
1431,130.3382480240011,0.062414850584521106,7.6571240240011065
1485,136.61274415303495,0.04027279647036352,5.288783153034956
1540,143.0034346548287,0.013446809730326288,1.8974256548287087
1596,149.51031952938234,0.025932039510405715,3.9803254706176574
1653,156.13339877669586,0.04352321366229653,7.104644223304149
1711,162.87267239676925,0.06797503346671667,11.878732603230759
1770,169.72814038960254,0.11562893381408879,22.19145861039746
1830,176.69980275519572,0.28448607551578947,70.25528324480428
1891,183.78765949354877,0.17549921819225317,39.12014550645122


GAUSS_SEIDEL_MINUS10
x,f(x),blad bezwzgledny,blad wzgledny
136,1124.257821070491,1.465857441462478,668.328049070491
153,1006.3711266811392,0.544210879978916,354.6653656811392
171,892.442171745693,0.22108141240953583,161.58003374569307
190,784.3381992736217,4.623886139724771,644.8726802736218
210,684.030187997143,1.5235203780888018,412.968303997143
231,593.5928523712237,1.9250327806015428,390.6573993712237
253,515.2046425735782,0.5588042801305142,184.6919225735782
276,451.14774450466916,0.32816360497543545,111.46990450466916
300,403.8080797877087,0.05535139293458398,21.17904978770872
325,375.67530576865556,0.05784191432399272,23.063835231344456
351,369.34281551621734,0.22696380852053033,108.43923348378263
378,387.5077378218507,0.3907170685120766,248.49848817814927
406,432.97093719976056,0.3708643839384913,255.22875480023947
435,508.63701388689924,0.40996849522889234,353.4135881131008
465,617.5143038429674,0.42387523821195516,454.3269791570326
496,762.7148787504157,0.42838439325817,571.5994222495842
528,947.4545460144409,0.3509530684472191,512.308222985559
561,1175.052848762989,0.33518224992102813,592.4283122370109
595,1448.9330658467543,0.2908457351634811,594.2515241532458
630,1772.6222118391806,0.20296936573483104,451.41051116081917
666,2149.751037036458,0.15836936072740226,404.51794596354193
703,2584.054027457527,0.11423180560553933,333.24876554247294
741,3079.369404844072,0.12307766450464278,432.19516615592784
780,3639.6391266605333,0.08723274018537781,347.83860933946653
820,4268.908886094092,0.050792681185324415,228.43200190590778
861,4971.3281120546835,0.021141976219813636,107.37379494531615
903,5751.149969174985,0.015059993661757736,87.93660682501468
946,6612.7313578104295,0.005634237566704135,37.048956810429445
990,7560.532914039188,0.027125062565108833,199.66402903918788
1035,8599.119009662196,0.028750457906169206,240.31931866219566
1081,9733.157752203122,0.042607487725761846,397.75793320312187
1128,10967.420984908387,0.07476792128332918,762.9658949083878
1176,12306.784286747166,0.029055005639372262,347.4777197471667
1225,13756.226972411374,0.03418063265051622,454.65610741137425
1275,15320.832092315683,0.04559081806563188,668.033093315682
1326,17005.786432597506,0.029772233571167168,521.8364834024942
1378,18816.380515117,0.011538343860284055,219.64419888299744
1431,20758.008597457097,0.03695611878383048,739.7954624570957
1485,22836.168672923435,0.05645997962676092,1220.4244769234356
1540,25056.462470544437,0.01090598827923259,270.3174075444367
1596,27424.595455071263,0.03878676247216875,1023.9938630712641
1653,29946.37682697781,0.022164182708965523,678.7816070221925
1711,32627.71952246072,0.00813746682592913,263.36387046072196
1770,35474.64021343943,0.0068600896663097224,245.04021056056808
1830,38493.25930755606,0.013325442114899673,519.8671584439435
1891,41689.800948175514,0.029891072483115833,1284.5494218244858
